,County,County Code,Avg Daily Precipitation (mm),# of Observations for Daily Precipitation,State,FIPS
2900,"Lexington city, VA",51678,2.98,7305, VA,51678
2901,"Lynchburg city, VA",51680,3.16,7305, VA,51680
2902,"Manassas city, VA",51683,2.88,7305, VA,51683
2903,"Manassas Park city, VA",51685,2.91,7305, VA,51685
2904,"Martinsville city, VA",51690,3.16,7305, VA,51690
2905,"Newport News city, VA",51700,3.34,7305, VA,51700
2906,"Norfolk city, VA",51710,3.18,7305, VA,51710
2907,"Norton city, VA",51720,3.01,7305, VA,51720
2908,"Petersburg city, VA",51730,3.18,7305, VA,51730
2909,"Poquoson city, VA",51735,3.26,7305, VA,51735
2910,"Portsmouth city, VA",51740,3.15,7305, VA,51740
2911,"Radford city, VA",51750,2.6,7305, VA,51750
2912,"Richmond city, VA",51760,3.15,7305, VA,51760
2913,"Roanoke city, VA",51770,2.91,7305, VA,51770
2914,"Salem city, VA",51775,2.91,7305, VA,51775
2915,"South Boston  city, VA",51780,3.09,7305, VA,51780
2916,"Staunton city, VA",51790,2.74,7305, VA,51790
2917,"Suffolk city, VA",51800,3.25,51135, VA,51800
2918,"Virginia Beach city, VA",51810,3.12,29220, VA,51810
2919,"Waynesboro city, VA",51820,2.81,7305, VA,51820
2920,"Williamsburg city, VA",51830,3.38,7305, VA,51830
2921,"Winchester city, VA",51840,2.8,7305, VA,51840
2922,"Adams County, WA",53001,0.76,255675, WA,53001
2923,"Asotin County, WA",53003,1.21,73050, WA,53003
2924,"Benton County, WA",53005,0.59,255675, WA,53005
2925,"Chelan County, WA",53007,2.43,438300, WA,53007
2926,"Clallam County, WA",53009,6.5,255675, WA,53009
2927,"Clark County, WA",53011,5.03,87660, WA,53011
2928,"Columbia County, WA",53013,1.99,131490, WA,53013
2929,"Cowlitz County, WA",53015,5.26,160710, WA,53015
2930,"Douglas County, WA",53017,0.76,284895, WA,53017
2931,"Ferry County, WA",53019,1.27,350640, WA,53019
2932,"Franklin County, WA",53021,0.66,182625, WA,53021
2933,"Garfield County, WA",53023,1.41,109575, WA,53023
2934,"Grant County, WA",53025,0.55,387165, WA,53025
2935,"Grays Harbor County, WA",53027,6.26,292200, WA,53027
2936,"Island County, WA",53029,1.77,43830, WA,53029
2937,"Jefferson County, WA",53031,7.48,270285, WA,53031
2938,"King County, WA",53033,4.84,306810, WA,53033
2939,"Kitsap County, WA",53035,3.38,58440, WA,53035
2940,"Kittitas County, WA",53037,1.9,321420, WA,53037
2941,"Klickitat County, WA",53039,1.41,226455, WA,53039
2942,"Lewis County, WA",53041,4.38,350640, WA,53041
2943,"Lincoln County, WA",53043,0.87,321420, WA,53043
2944,"Mason County, WA",53045,5.55,131490, WA,53045
2945,"Okanogan County, WA",53047,1.45,759720, WA,53047
2946,"Pacific County, WA",53049,6.22,124185, WA,53049
2947,"Pend Oreille County, WA",53051,2.39,241065, WA,53051
2948,"Pierce County, WA",53053,4.05,219150, WA,53053
2949,"San Juan County, WA",53055,2.28,7305, WA,53055
2950,"Skagit County, WA",53057,5.37,277590, WA,53057
2951,"Skamania County, WA",53059,6.03,226455, WA,53059
2952,"Snohomish County, WA",53061,5.94,299505, WA,53061
2953,"Spokane County, WA",53063,1.4,277590, WA,53063
2954,"Stevens County, WA",53065,1.73,379860, WA,53065
2955,"Thurston County, WA",53067,3.66,102270, WA,53067
2956,"Wahkiakum County, WA",53069,4.9,36525, WA,53069
2957,"Walla Walla County, WA",53071,1.28,182625, WA,53071
2958,"Whatcom County, WA",53073,4.83,336030, WA,53073
2959,"Whitman County, WA",53075,1.28,328725, WA,53075
2960,"Yakima County, WA",53077,1.48,635535, WA,53077
2961,"Barbour County, WV",54001,3.31,36525, WV,54001
2962,"Berkeley County, WV",54003,2.83,43830, WV,54003
2963,"Boone County, WV",54005,3.16,51135, WV,54005
2964,"Braxton County, WV",54007,3.24,65745, WV,54007
2965,"Brooke County, WV",54009,2.65,14610, WV,54009
2966,"Cabell County, WV",54011,2.94,29220, WV,54011
2967,"Calhoun County, WV",54013,3.12,36525, WV,54013
2968,"Clay County, WV",54015,3.28,43830, WV,54015
2969,"Doddridge County, WV",54017,3.1,36525, WV,54017
2970,"Fayette County, WV",54019,3.24,80355, WV,54019
2971,"Gilmer County, WV",54021,3.1,36525, WV,54021
2972,"Grant County, WV",54023,2.79,51135, WV,54023
2973,"Greenbrier County, WV",54025,3.05,116880, WV,54025
2974,"Hampshire County, WV",54027,2.59,80355, WV,54027
2975,"Hancock County, WV",54029,2.65,14610, WV,54029
2976,"Hardy County, WV",54031,2.64,80355, WV,54031
2977,"Harrison County, WV",54033,3.13,43830, WV,54033
2978,"Jackson County, WV",54035,2.96,73050, WV,54035
2979,"Jefferson County, WV",54037,2.93,29220, WV,54037
2980,"Kanawha County, WV",54039,3.07,116880, WV,54039
2981,"Lewis County, WV",54041,3.25,51135, WV,54041
2982,"Lincoln County, WV",54043,3.04,51135, WV,54043
2983,"Logan County, WV",54045,3.18,65745, WV,54045
2984,"McDowell County, WV",54047,2.89,65745, WV,54047
2985,"Marion County, WV",54049,3.06,43830, WV,54049
2986,"Marshall County, WV",54051,2.82,36525, WV,54051
2987,"Mason County, WV",54053,2.92,58440, WV,54053
2988,"Mercer County, WV",54055,2.73,65745, WV,54055
2989,"Mineral County, WV",54057,2.63,43830, WV,54057
2990,"Mingo County, WV",54059,3.07,51135, WV,54059
2991,"Monongalia County, WV",54061,2.91,51135, WV,54061
2992,"Monroe County, WV",54063,2.65,51135, WV,54063
2993,"Morgan County, WV",54065,2.73,29220, WV,54065
2994,"Nicholas County, WV",54067,3.44,80355, WV,54067
2995,"Ohio County, WV",54069,2.67,14610, WV,54069
2996,"Pendleton County, WV",54071,2.75,80355, WV,54071
2997,"Pleasants County, WV",54073,2.98,21915, WV,54073
2998,"Pocahontas County, WV",54075,3.31,124185, WV,54075
2999,"Preston County, WV",54077,3.47,80355, WV,54077
3000,"Putnam County, WV",54079,2.93,36525, WV,54079
3001,"Raleigh County, WV",54081,3.12,80355, WV,54081
3002,"Randolph County, WV",54083,3.63,153405, WV,54083
3003,"Ritchie County, WV",54085,3.02,58440, WV,54085
3004,"Roane County, WV",54087,3.16,65745, WV,54087
3005,"Summers County, WV",54089,2.72,43830, WV,54089
3006,"Taylor County, WV",54091,3.17,29220, WV,54091
3007,"Tucker County, WV",54093,3.58,65745, WV,54093
3008,"Tyler County, WV",54095,3.03,29220, WV,54095
3009,"Upshur County, WV",54097,3.48,36525, WV,54097
3010,"Wayne County, WV",54099,3.0,73050, WV,54099
3011,"Webster County, WV",54101,3.69,65745, WV,54101
3012,"Wetzel County, WV",54103,3.07,58440, WV,54103
3013,"Wirt County, WV",54105,3.11,21915, WV,54105
3014,"Wood County, WV",54107,2.91,43830, WV,54107
3015,"Wyoming County, WV",54109,3.07,65745, WV,54109
3016,"Adams County, WI",55001,2.41,87660, WI,55001
3017,"Ashland County, WI",55003,2.31,131490, WI,55003
3018,"Barron County, WI",55005,2.35,109575, WI,55005
3019,"Bayfield County, WI",55007,2.2,211845, WI,55007
3020,"Brown County, WI",55009,2.17,58440, WI,55009
3021,"Buffalo County, WI",55011,2.43,109575, WI,55011
3022,"Burnett County, WI",55013,2.19,131490, WI,55013
3023,"Calumet County, WI",55015,2.18,51135, WI,55015
3024,"Chippewa County, WI",55017,2.32,131490, WI,55017
3025,"Clark County, WI",55019,2.36,160710, WI,55019
3026,"Columbia County, WI",55021,2.49,116880, WI,55021
3027,"Crawford County, WI",55023,2.49,73050, WI,55023
3028,"Dane County, WI",55025,2.58,153405, WI,55025
3029,"Dodge County, WI",55027,2.38,109575, WI,55027
3030,"Door County, WI",55029,2.16,73050, WI,55029
3031,"Douglas County, WI",55031,2.15,204540, WI,55031
3032,"Dunn County, WI",55033,2.32,146100, WI,55033
3033,"Eau Claire County, WI",55035,2.44,87660, WI,55035
3034,"Florence County, WI",55037,2.1,58440, WI,55037
3035,"Fond du Lac County, WI",55039,2.21,116880, WI,55039
3036,"Forest County, WI",55041,2.17,146100, WI,55041
3037,"Grant County, WI",55043,2.48,182625, WI,55043
3038,"Green County, WI",55045,2.68,87660, WI,55045
3039,"Green Lake County, WI",55047,2.36,58440, WI,55047
3040,"Iowa County, WI",55049,2.58,87660, WI,55049
3041,"Iron County, WI",55051,2.36,109575, WI,55051
3042,"Jackson County, WI",55053,2.5,138795, WI,55053
3043,"Jefferson County, WI",55055,2.48,87660, WI,55055
3044,"Juneau County, WI",55057,2.5,116880, WI,55057
3045,"Kenosha County, WI",55059,2.44,29220, WI,55059
3046,"Kewaunee County, WI",55061,2.16,29220, WI,55061
3047,"La Crosse County, WI",55063,2.53,73050, WI,55063
3048,"Lafayette County, WI",55065,2.62,73050, WI,55065
3049,"Langlade County, WI",55067,2.24,131490, WI,55067
3050,"Lincoln County, WI",55069,2.22,109575, WI,55069
3051,"Manitowoc County, WI",55071,2.14,87660, WI,55071
3052,"Marathon County, WI",55073,2.23,233760, WI,55073
3053,"Marinette County, WI",55075,2.15,182625, WI,55075
3054,"Marquette County, WI",55077,2.44,73050, WI,55077
3055,"Menominee County, WI",55078,2.27,43830, WI,55078
3056,"Milwaukee County, WI",55079,2.4,21915, WI,55079
3057,"Monroe County, WI",55081,2.55,94965, WI,55081
3058,"Oconto County, WI",55083,2.24,146100, WI,55083
3059,"Oneida County, WI",55085,2.15,175320, WI,55085
3060,"Outagamie County, WI",55087,2.24,102270, WI,55087
3061,"Ozaukee County, WI",55089,2.35,14610, WI,55089
3062,"Pepin County, WI",55091,2.34,14610, WI,55091
3063,"Pierce County, WI",55093,2.34,87660, WI,55093
3064,"Polk County, WI",55095,2.27,124185, WI,55095
3065,"Portage County, WI",55097,2.26,94965, WI,55097
3066,"Price County, WI",55099,2.29,182625, WI,55099
3067,"Racine County, WI",55101,2.42,58440, WI,55101
3068,"Richland County, WI",55103,2.58,43830, WI,55103
3069,"Rock County, WI",55105,2.55,109575, WI,55105
3070,"Rusk County, WI",55107,2.41,138795, WI,55107
3071,"St. Croix County, WI",55109,2.32,109575, WI,55109
3072,"Sauk County, WI",55111,2.54,124185, WI,55111
3073,"Sawyer County, WI",55113,2.37,189930, WI,55113
3074,"Shawano County, WI",55115,2.26,146100, WI,55115
3075,"Sheboygan County, WI",55117,2.37,65745, WI,55117
3076,"Taylor County, WI",55119,2.35,138795, WI,55119
3077,"Trempealeau County, WI",55121,2.48,109575, WI,55121
3078,"Vernon County, WI",55123,2.56,138795, WI,55123
3079,"Vilas County, WI",55125,2.17,146100, WI,55125
3080,"Walworth County, WI",55127,2.56,87660, WI,55127
3081,"Washburn County, WI",55129,2.25,116880, WI,55129
3082,"Washington County, WI",55131,2.38,43830, WI,55131
3083,"Waukesha County, WI",55133,2.42,87660, WI,55133
3084,"Waupaca County, WI",55135,2.29,87660, WI,55135
3085,"Waushara County, WI",55137,2.28,87660, WI,55137
3086,"Winnebago County, WI",55139,2.17,87660, WI,55139
3087,"Wood County, WI",55141,2.25,94965, WI,55141
3088,"Albany County, WY",56001,1.21,591705, WY,56001
3089,"Big Horn County, WY",56003,1.01,474825, WY,56003
3090,"Campbell County, WY",56005,0.95,613620, WY,56005
3091,"Carbon County, WY",56007,1.26,993480, WY,56007
3092,"Converse County, WY",56009,1.11,628230, WY,56009
3093,"Crook County, WY",56011,1.25,460215, WY,56011
3094,"Fremont County, WY",56013,1.06,1256460, WY,56013
3095,"Goshen County, WY",56015,1.05,292200, WY,56015
3096,"Hot Springs County, WY",56017,1.06,262980, WY,56017
3097,"Johnson County, WY",56019,1.21,533265, WY,56019
3098,"Laramie County, WY",56021,1.2,365250, WY,56021
3099,"Lincoln County, WY",56023,1.41,482130, WY,56023
3100,"Natrona County, WY",56025,0.97,679365, WY,56025
3101,"Niobrara County, WY",56027,1.08,357945, WY,56027
3102,"Park County, WY",56029,1.73,927735, WY,56029
3103,"Platte County, WY",56031,1.1,292200, WY,56031
3104,"Sheridan County, WY",56033,1.42,394470, WY,56033
3105,"Sublette County, WY",56035,1.25,679365, WY,56035
3106,"Sweetwater County, WY",56037,0.61,1373340, WY,56037
3107,"Teton County, WY",56039,2.6,562485, WY,56039
3108,"Uinta County, WY",56041,0.84,270285, WY,56041
3109,"Washakie County, WY",56043,1.14,270285, WY,56043
